herr,0.07317073170731708
kind,0.0
auge,0.24390243902439018
frau,0.3902439024390244
wort,0.14634146341463417
mensch,-0.07317073170731708
jahr,0.04878048780487804
gesicht,0.04878048780487804
mutter,0.12195121951219512
seite,0.02439024390243902
hand,-0.024390243902439046
weib,0.0
vater,0.024390243902439046
augenblick,0.0975609756097561
welt,-0.1951219512195122
bett,-0.04878048780487804
gedanke,-0.17073170731707318
leute,-0.02439024390243902
mädchen,0.04878048780487804
name,-0.14634146341463414
scheik,0.0
luft,-0.09756097560975607
anselmus,0.0
tür,0.0975609756097561
geld,0.024390243902439032
sohn,0.07317073170731705
tod,-0.04878048780487809
zug,0.0
sache,0.024390243902439025
stadt,-0.02439024390243902
pferd,0.07317073170731708
bild,-0.2682926829268293
peter,-0.04878048780487805
seele,-0.14634146341463414
boden,0.02439024390243902
doktor,-0.024390243902439025
gräfin,0.0
richter,-0.024390243902439025
schwester,-0.14634146341463417
straße,0.0
brust,-0.17073170731707316
freude,0.0
blut,0.02439024390243899
dame,-0.024390243902439025
stirn,-0.19512195121951223
tier,0.29268292682926833
woche,0.14634146341463417
antwort,0.02439024390243902
kleid,-0.02439024390243902
brief,0.024390243902439025
bruder,0.07317073170731707
gestalt,-0.07317073170731707
tochter,0.02439024390243902
geschäft,0.0
bauer,0.07317073170731707
hund,0.2682926829268293
person,-0.024390243902439025
volk,-0.07317073170731708
gesellschaft,0.0
knabe,0.12195121951219512
bella,0.0
höhe,0.0
lust,-0.09756097560975613
stuhl,0.024390243902439025
familie,0.024390243902439025
verhältnis,0.0
blume,-0.07317073170731705
baum,-0.17073170731707316
tor,-0.04878048780487804
teufel,0.0
thür,0.024390243902439025
geschichte,-0.024390243902439025
gefühl,-0.07317073170731708
lippe,0.02439024390243902
wange,0.17073170731707316
hütte,0.12195121951219512
wunsch,-0.07317073170731708
haupt,0.09756097560975607
arbeit,0.024390243902439025
minute,0.07317073170731707
bewegung,0.0
miene,0.02439024390243902
gespräch,0.024390243902439025
gendarm,0.0
großmama,0.0
faust,0.024390243902439025
anblick,0.07317073170731707
hilfe,-0.024390243902439025
richterin,0.0
befehl,0.024390243902439025
hoffnung,-0.02439024390243902
wesen,-0.14634146341463417
wohnung,-0.024390243902439025
treppe,0.07317073170731707
ausdruck,0.0
leib,-0.1463414634146341
soldat,0.04878048780487805
stube,-0.04878048780487805
blatt,-0.24390243902439024
fräulein,0.024390243902439025
jacopone,0.0
gelegenheit,-0.024390243902439025
diener,0.0975609756097561
eindruck,0.0
traum,-0.34146341463414637
großvater,0.0
schönheit,-0.09756097560975611
natur,-0.17073170731707318
gewalt,-0.12195121951219512
waffe,-0.024390243902439025
herd,-0.12195121951219513
mitte,0.0975609756097561
lied,-0.2926829268292683
nase,0.024390243902439025
meer,-0.04878048780487804
großmutter,0.0
erinnerung,-0.04878048780487805
körper,0.0
gegenstand,0.0
freundin,0.0
leidenschaft,0.0
mantel,0.07317073170731707
kaiser,0.0
grund,-0.02439024390243902
schuh,0.0
arzt,-0.024390243902439025
hadschi,0.0
konrektor,0.0
abenteuer,0.024390243902439025
kamel,0.0
messer,0.0975609756097561
eltern,0.024390243902439025
araber,0.0
schatz,0.04878048780487805
kuss,-0.09756097560975611
richtung,-0.024390243902439025
unglück,0.02439024390243902
wille,-0.0975609756097561
wirt,-0.024390243902439025
heimat,-0.04878048780487805
uhr,0.0
absicht,0.0
wahrheit,-0.024390243902439025
schicksal,-0.07317073170731707
kirche,0.09756097560975609
kammer,-0.024390243902439025
lage,0.024390243902439046
alp,0.024390243902439025
krieger,0.024390243902439025
jungfrau,0.0
offizier,0.0
engel,-0.07317073170731707
küche,-0.024390243902439025
zeichen,0.0
kampf,-0.04878048780487804
kapitel,-0.024390243902439025
geheimnis,0.0
kunst,-0.1951219512195122
mama,0.0
doctor,0.0
gruß,0.0
glied,-0.04878048780487805
gefahr,0.048780487804878044
gesang,0.0
neigung,-0.04878048780487805
herd|herde,-0.048780487804878044
fluss,0.02439024390243902
registrator,0.0
anfang,-0.024390243902439025
freundschaft,0.0
gewand,0.07317073170731707
gericht,0.02439024390243902
unterhaltung,0.0
mond,0.0
pascha,0.0
königin,0.048780487804878044
christ,0.14634146341463417
aufregung,0.0
sir,0.0
gatte,0.024390243902439025
entschluss,0.0
krankheit,0.0
sprache,0.0
kranz,-0.12195121951219512
feld,0.0
thränen,0.0
vogel,-0.21951219512195122
führer,-0.0975609756097561
tuch,-0.024390243902439032
flut,-0.17073170731707318
erscheinung,-0.024390243902439025
freiheit,-0.14634146341463417
duft,-0.24390243902439027
geschenk,-0.024390243902439025
strom,0.0
zukunft,-0.048780487804878044
prinz,0.024390243902439025
löwe,-0.04878048780487805
kerl,0.024390243902439025
streit,-0.024390243902439032
verbindung,0.0
flügel,-0.17073170731707318
gegend,-0.024390243902439025
held,-0.07317073170731708
gott,0.04878048780487804
spaß,0.0
bube,0.0
land,0.09756097560975607
verlegenheit,0.0
knecht,0.1951219512195122
bank,0.024390243902439025
meinung,0.0
entfernung,0.0
archivarius,0.0
schüler,0.0
schnee,-0.0975609756097561
empfindung,-0.04878048780487805
krone,-0.02439024390243902
ordnung,-0.024390243902439025
beamter,0.0
erstenmal,0.0
hundertpfund,0.0
thut,-0.048780487804878044
türke,0.0
sünde,-0.024390243902439032
antlitz,0.0
felsen,0.04878048780487804
sicherheit,-0.024390243902439025
zweck,0.0
papier,0.0
monat,-0.04878048780487805
überraschung,0.0
stellung,0.0
geschöpf,0.024390243902439025
glut,-0.14634146341463414
höfling,0.0
